source,month,0,1,2
guardian,2023-07,80.37450114545896,6.826598101220619,21.824264457055698
guardian,2023-08,81.26147923268525,3.561972239884728,20.364579538110828
guardian,2023-09,79.88840310181656,4.518716428225031,19.870193392281127
guardian,2023-10,86.94752448193144,2.9062839485120873,13.8281799060376
guardian,2023-11,84.21550885359846,8.874550157444894,16.223575324528397
guardian,2023-12,80.677518060498,2.9832413475187263,21.52212933479443
guardian,2024-01,76.65546217923091,6.859022236342066,22.016985129864185
guardian,2024-02,76.12269370419715,4.266831173901941,23.815746269102537
guardian,2024-03,74.39670856838694,6.499620772023807,23.925969942058526
guardian,2024-04,81.13634690240792,2.422509218685981,20.60072429825994
guardian,2024-05,80.03762856564798,3.2808067071712887,20.190342921207595
guardian,2024-06,74.80739589650427,3.1580592090146227,24.87679818259426
guardian,2024-07,78.9293107538767,4.458740017746229,22.06259126126149
guardian,2024-08,83.44415947909307,4.054272704158287,19.27185530906308
guardian,2024-09,77.4348311456879,1.9384398496240602,22.435939531003836
guardian,2024-10,80.22827286867847,4.1465013107481346,22.240149523656417
guardian,2024-11,76.26810227034379,4.672897196261682,23.42037124990544
rt,2022-07,87.65975403906438,51.495726495726494,38.20794148380355
rt,2022-08,89.74391679748824,12.003968253968253,26.31623931623931
rt,2022-09,92.1281599059377,31.476190476190474,18.386243386243386
rt,2022-10,90.96634255202031,36.36363636363637,24.813932160479474
rt,2022-11,92.88369609798181,16.75824175824176,33.14800514800515
rt,2022-12,92.57857037107362,11.74472609255218,22.974446462818555
rt,2023-01,89.15976732050154,5.547006502700936,11.921839772505992
rt,2023-02,86.06184187190077,6.8040285647849945,12.234955241313857
rt,2023-03,84.83601072646192,9.913668933029035,12.855145339369813
rt,2023-04,85.6673281890693,6.302297605592528,13.922011418208745
rt,2023-05,83.69242812585152,6.222190670585275,14.499274191758518
rt,2023-06,85.55721763723969,7.141358337019377,14.780355382316506
rt,2023-07,89.31175914049987,4.945372992959358,11.74507236312126
rt,2023-08,88.8623522789609,5.8595824837150925,11.700486334639407
rt,2023-09,89.29475909793807,5.165132636057842,13.325531713018817
rt,2023-10,88.20921450103347,8.55937848840685,13.112724730559124
rt,2023-11,88.16854890410536,5.356085230164297,14.429588012076765
rt,2023-12,87.46392764931159,5.883252509175772,12.432184084768851
rt,2024-01,86.39844779807403,7.554301627525845,14.146376144478898
rt,2024-02,85.2774269112034,6.6783332234076385,14.406851493640998
rt,2024-03,76.17074224563413,5.333716904977042,23.803706892435383
rt,2024-04,77.01708228275908,11.306116805133044,19.126290224229447
rt,2024-05,73.26268079261699,9.25625287388962,23.15519298526724
rt,2024-06,77.26182460957625,6.898021551010269,22.145109562629294
rt,2024-07,86.10523834987282,7.300812772250012,15.553455801367054
rt,2024-08,81.95420357586899,9.198475448050702,17.523722023095623
rt,2024-09,78.84688378160367,9.877243926720258,20.608501818641834
rt,2024-10,80.3774484726896,11.069944454745807,19.56421527899655
rt,2024-11,82.23448192757039,5.316463106785688,13.96804442472555
